symbol,side,entry_date,entry_px,exit_date,exit_px,qty,pnl,exit_reason,days_held
BHARATFORG,L,2024-05-27,1589.9,2024-06-05,1490.0,15,-1498.5,EMA13,9
MCDOWELL-N,L,2024-06-18,1265.0,2024-06-19,1255.0,19,-190.0,EMA13,1
MARUTI,L,2024-06-19,12610.0,2024-06-20,12246.0,1,-364.0,EMA13,1
UBL,L,2024-06-19,2104.1,2024-06-26,1983.5,11,-1326.6,EMA13,7
ESCORTS,L,2024-05-29,3602.0,2024-06-28,4146.0,6,3264.0,EMA13,30
HAVELLS,L,2024-06-26,1901.2,2024-06-28,1863.0,13,-496.6,EMA13,2
BHARATFORG,L,2024-06-20,1704.0,2024-07-01,1673.1,14,-432.6,EMA13,11
HAVELLS,L,2024-06-28,1863.0,2024-07-01,1821.55,13,-538.85,EMA13,3
EICHERMOT,L,2024-07-01,4640.0,2024-07-02,4635.9,5,-20.5,EMA13,1
COROMANDEL,L,2024-06-10,1405.0,2024-07-18,1591.5,17,3170.5,EMA13,38
ULTRACEMCO,L,2024-07-01,11669.0,2024-07-22,11289.9,2,-758.2,EMA13,21
GODREJPROP,L,2024-07-02,3194.9,2024-07-22,3240.0,7,315.7,EMA13,20
KPITTECH,L,2024-07-18,1860.0,2024-07-26,1805.0,13,-715.0,EMA13,8
BRITANNIA,L,2024-07-22,5877.95,2024-08-01,5784.45,4,-374.0,EMA13,10
OFSS,L,2024-06-28,9875.0,2024-08-02,10800.8,2,1851.6,EMA13,35
PERSISTENT,L,2024-07-22,4583.45,2024-08-05,4444.0,5,-697.25,EMA13,14
DRREDDY,L,2024-08-05,1386.02,2024-08-16,1366.21,18,-356.58,EMA13,11
AUROPHARMA,L,2024-08-16,1525.0,2024-09-06,1533.8,16,140.8,EMA13,21
HINDPETRO,L,2024-09-06,448.8,2024-09-12,415.0,55,-1859.0,EMA13,6
COLPAL,L,2024-08-02,3365.0,2024-09-16,3634.95,7,1889.65,EMA13,45
TORNTPHARM,L,2024-07-26,3090.55,2024-09-19,3348.1,8,2060.4,EMA13,55
LUPIN,L,2024-08-01,1911.0,2024-09-19,2224.0,13,4069.0,EMA13,49
DABUR,L,2024-09-12,663.95,2024-09-19,655.0,37,-331.15,EMA13,7
PIDILITIND,L,2024-09-16,1660.0,2024-09-19,1612.5,15,-712.5,EMA13,3
INFY,L,2024-09-19,1910.6,2024-09-20,1905.0,13,-72.8,EMA13,1
MPHASIS,L,2024-09-19,3035.0,2024-09-20,3019.9,8,-120.8,EMA13,1
PIIND,L,2024-09-20,4688.0,2024-09-25,4615.5,5,-362.5,EMA13,5
TITAN,L,2024-09-25,3800.0,2024-09-26,3738.0,6,-372.0,EMA13,1
HEROMOTOCO,L,2024-09-19,6000.0,2024-10-01,5712.4,4,-1150.4,EMA13,12
SHRIRAMFIN,L,2024-09-20,707.8,2024-10-04,681.4,35,-924.0,EMA13,14
MCDOWELL-N,L,2024-09-20,1544.0,2024-10-04,1565.0,16,336.0,EMA13,14
APOLLOHOSP,L,2024-10-01,7201.5,2024-10-04,6902.1,3,-898.2,EMA13,3
APOLLOHOSP,L,2024-10-04,6902.1,2024-10-07,6801.0,3,-303.3,EMA13,3
COFORGE,L,2024-10-04,1410.0,2024-10-17,1446.0,17,612.0,EMA13,13
SIEMENS,L,2024-10-16,4619.72,2024-10-22,4391.7,5,-1140.12,EMA13,6
DIVISLAB,L,2024-09-26,5410.0,2024-10-23,5804.4,4,1577.6,EMA13,27
BSE,L,2024-10-04,1326.67,2024-10-23,1370.0,18,779.94,EMA13,19
ATGL,S,2024-10-24,695.65,2024-10-25,754.85,35,-2072.0,EMA13,1
YESBANK,S,2024-10-24,20.03,2024-10-30,20.1,1248,-87.36,EMA13,6
IDEA,S,2024-11-01,8.28,2024-11-04,8.49,3019,-633.99,EMA13,3
ATGL,S,2024-10-25,754.85,2024-11-07,742.3,33,414.15,EMA13,13
IDEA,S,2024-11-26,7.66,2024-11-27,7.72,3263,-195.78,EMA13,1
LICI,S,2024-11-26,452.52,2024-11-27,455.0,55,-136.4,EMA13,1
YESBANK,S,2024-11-26,19.2,2024-11-27,20.14,1302,-1223.88,EMA13,1
ADANIENSOL,S,2024-11-28,689.9,2024-11-29,793.38,36,-3725.46,SL,1
ATGL,S,2024-11-28,715.55,2024-11-29,822.88,34,-3649.3,SL,1
ADANIENSOL,S,2024-11-29,748.0,2024-12-02,844.9,33,-3197.7,EMA13,3
ADANIENSOL,S,2024-12-02,844.9,2024-12-03,807.05,29,1097.65,EMA13,1
DIVISLAB,L,2024-12-04,6225.0,2024-12-10,5989.45,4,-942.2,EMA13,6
TECHM,L,2024-12-06,1797.0,2024-12-20,1770.0,13,-351.0,EMA13,14
NAUKRI,L,2024-12-06,1716.8,2024-12-23,1701.18,14,-218.68,EMA13,17
HCLTECH,L,2024-12-11,1926.25,2024-12-23,1918.5,12,-93.0,EMA13,12
DABUR,S,2024-12-23,502.7,2024-12-26,510.45,49,-379.75,EMA13,3
AUBANK,S,2024-12-26,554.6,2024-12-31,561.95,45,-330.75,EMA13,5
IDFCFIRSTB,S,2024-12-26,62.41,2024-12-31,63.5,400,-436.0,EMA13,5
INDUSINDBK,S,2024-12-27,933.05,2024-12-31,958.0,26,-648.7,EMA13,4
BERGEPAINT,S,2024-12-31,447.5,2025-01-02,459.0,55,-632.5,EMA13,2
AUBANK,S,2024-12-31,561.95,2025-01-02,569.75,44,-343.2,EMA13,2
NESTLEIND,S,2024-12-31,1077.5,2025-01-03,1100.1,23,-519.8,EMA13,3
RELIANCE,S,2025-01-03,1243.9,2025-01-06,1253.95,20,-201.0,EMA13,3
COFORGE,L,2024-12-11,1800.0,2025-01-10,1875.0,13,975.0,EMA13,30
HINDUNILVR,S,2025-01-10,2435.4,2025-01-13,2417.05,10,183.5,EMA13,3
ADANIGREEN,S,2025-01-15,1040.0,2025-01-16,1107.05,24,-1609.2,EMA13,1
ACC,S,2025-01-03,2070.15,2025-01-20,2015.9,12,651.0,EMA13,17
DABUR,S,2025-01-20,528.65,2025-01-21,522.05,47,310.2,EMA13,1
YESBANK,S,2025-01-21,19.08,2025-01-30,18.79,1310,379.9,EMA13,9
INDUSINDBK,S,2025-01-29,935.7,2025-01-31,957.55,26,-568.1,EMA13,2
IDFCFIRSTB,S,2025-01-30,59.8,2025-01-31,61.21,418,-589.38,EMA13,1
LICI,S,2025-01-29,412.2,2025-02-01,423.0,60,-648.0,EMA13,3
ACC,S,2025-01-31,1996.0,2025-02-01,2010.0,12,-168.0,EMA13,1
SAIL,S,2025-02-04,104.0,2025-02-05,106.68,240,-643.2,EMA13,1
ADANIENT,S,2025-01-31,2238.85,2025-02-06,2340.0,11,-1112.65,EMA13,6
MUTHOOTFIN,L,2025-02-06,2267.0,2025-02-11,2249.8,11,-189.2,EMA13,5
SAIL,S,2025-02-13,105.38,2025-02-14,110.1,237,-1118.64,EMA13,1
LICI,S,2025-02-18,382.58,2025-03-06,384.0,65,-92.3,EMA13,16
ACC,S,2025-02-19,1851.0,2025-03-07,1869.85,13,-245.05,EMA13,16
RELIANCE,S,2025-03-07,1216.0,2025-03-10,1245.0,20,-580.0,EMA13,3
TATACOMM,S,2025-03-06,1402.15,2025-03-12,1487.0,17,-1442.45,EMA13,6
TATAMOTORS,S,2025-02-01,719.5,2025-03-13,670.65,34,1660.9,EMA13,40
CONCOR,S,2025-02-01,625.56,2025-03-20,550.44,39,2929.68,EMA13,47
YESBANK,S,2025-03-12,16.4,2025-03-20,17.26,1524,-1310.64,EMA13,8
IDEA,S,2025-03-13,7.11,2025-03-20,7.55,3516,-1547.04,EMA13,7
SUPREMEIND,S,2025-03-20,3460.0,2025-03-21,3482.0,7,-154.0,EMA13,1
LICI,S,2025-03-20,387.5,2025-03-21,392.3,64,-307.2,EMA13,1
YESBANK,S,2025-03-20,17.26,2025-03-21,16.97,1448,419.92,EMA13,1
IDFCFIRSTB,S,2025-03-10,57.3,2025-03-24,56.6,436,305.2,EMA13,14
SRF,L,2025-03-21,3002.0,2025-03-26,2937.1,8,-519.2,EMA13,5
JSWSTEEL,L,2025-04-02,1058.1,2025-04-04,1032.3,23,-593.4,EMA13,2
MUTHOOTFIN,L,2025-03-28,2360.0,2025-04-08,2314.05,10,-459.5,EMA13,11
COROMANDEL,L,2025-04-01,1987.9,2025-04-08,2015.0,12,325.2,EMA13,7
ICICIBANK,L,2025-04-02,1322.15,2025-04-08,1299.85,18,-401.4,EMA13,6
INDIGO,L,2025-04-04,5055.95,2025-04-08,5108.0,4,208.2,EMA13,4
IDFCFIRSTB,S,2025-04-08,57.65,2025-04-09,57.56,433,38.97,EMA13,1
ICICIPRULI,S,2025-04-08,542.9,2025-04-11,571.5,46,-1315.6,EMA13,3
CONCOR,S,2025-04-08,531.84,2025-04-11,563.6,47,-1492.72,EMA13,3
HEROMOTOCO,S,2025-04-08,3600.0,2025-04-15,3749.0,6,-894.0,EMA13,7
BHARATFORG,S,2025-04-15,1041.0,2025-04-16,1075.7,24,-832.8,EMA13,1
TATAMOTORS,S,2025-04-11,610.0,2025-04-22,630.25,40,-810.0,EMA13,11
TIINDIA,S,2025-04-15,2583.9,2025-04-23,2662.5,9,-707.4,EMA13,8
TCS,S,2025-04-09,3260.55,2025-04-24,3401.1,7,-983.85,EMA13,15
INDIGO,L,2025-04-28,5254.0,2025-04-30,5262.0,4,32.0,EMA13,2
SHRIRAMFIN,L,2025-04-29,625.0,2025-04-30,614.7,40,-412.0,EMA13,1
BAJFINANCE,L,2025-04-25,931.05,2025-05-02,857.55,26,-1911.0,EMA13,7
SHRIRAMFIN,L,2025-04-30,614.7,2025-05-02,611.7,40,-120.0,EMA13,2
TVSMOTOR,L,2025-05-05,2731.8,2025-05-09,2645.0,9,-781.2,EMA13,4
ICICIBANK,L,2025-05-02,1426.9,2025-05-12,1409.4,17,-297.5,EMA13,10
BHARTIARTL,L,2025-05-02,1852.0,2025-05-12,1868.9,13,219.7,EMA13,10
HDFCBANK,L,2025-05-09,955.05,2025-05-12,958.8,26,97.5,EMA13,3
TVSMOTOR,L,2025-05-16,2799.9,2025-05-21,2761.1,8,-310.4,EMA13,5
BSE,L,2025-05-13,2333.33,2025-05-23,2358.0,10,246.7,EMA13,10
COROMANDEL,L,2025-04-17,2130.0,2025-05-30,2321.2,11,2103.2,EMA13,43
SBILIFE,L,2025-06-03,1809.8,2025-06-04,1775.0,13,-452.4,EMA13,1
HDFCAMC,L,2025-06-02,2375.0,2025-06-05,2381.0,10,60.0,EMA13,3
SBILIFE,L,2025-06-04,1775.0,2025-06-05,1782.0,14,98.0,EMA13,1
MCDOWELL-N,L,2025-06-05,1581.0,2025-06-12,1505.0,15,-1140.0,EMA13,7
BSE,L,2025-05-23,2358.0,2025-06-13,2653.0,10,2950.0,EMA13,21
APLAPOLLO,L,2025-06-05,1900.0,2025-06-13,1815.0,13,-1105.0,EMA13,8
DIVISLAB,L,2025-06-02,6614.5,2025-06-18,6548.0,3,-199.5,EMA13,16
UNIONBANK,L,2025-07-01,153.41,2025-07-09,147.85,162,-900.72,EMA13,8
BEL,L,2025-06-26,408.95,2025-07-10,418.45,61,579.5,EMA13,14
COFORGE,L,2025-07-02,1920.1,2025-07-11,1887.7,13,-421.2,EMA13,9
ASHOKLEY,L,2025-07-10,126.95,2025-07-14,125.0,196,-382.2,EMA13,4
COFORGE,L,2025-07-11,1887.7,2025-07-14,1863.0,13,-321.1,EMA13,3
DIVISLAB,L,2025-07-09,6930.0,2025-07-15,6800.0,3,-390.0,EMA13,6
DIVISLAB,L,2025-07-15,6800.0,2025-07-16,6790.0,3,-30.0,EMA13,1
INDIGO,L,2025-07-14,5917.0,2025-07-18,5818.0,4,-396.0,EMA13,4
ASHOKLEY,L,2025-07-16,125.4,2025-07-18,123.7,199,-338.3,EMA13,2
HINDPETRO,L,2025-07-17,446.05,2025-07-21,433.0,56,-730.8,EMA13,4
MFSL,L,2025-07-18,1529.9,2025-07-21,1532.0,16,33.6,EMA13,3
CUMMINSIND,L,2025-07-24,3616.4,2025-07-28,3535.9,6,-483.0,EMA13,4
MUTHOOTFIN,L,2025-06-16,2603.0,2025-07-29,2647.0,9,396.0,EMA13,43
COROMANDEL,L,2025-07-25,2469.3,2025-08-07,2504.8,10,355.0,EMA13,13
TATAMOTORS,S,2025-08-12,651.1,2025-08-14,666.0,38,-566.2,EMA13,2
COLPAL,S,2025-08-14,2171.5,2025-08-19,2231.9,11,-664.4,EMA13,5
TCS,S,2025-07-29,3060.0,2025-08-21,3130.0,8,-560.0,EMA13,23
INFY,S,2025-08-05,1478.7,2025-08-21,1508.0,16,-468.8,EMA13,16
MFSL,L,2025-08-22,1651.0,2025-08-29,1612.8,15,-573.0,EMA13,7
CONCOR,S,2025-08-29,531.25,2025-09-03,546.0,47,-693.25,EMA13,5
RECLTD,S,2025-09-03,365.3,2025-09-09,370.8,68,-374.0,EMA13,6
CUMMINSIND,L,2025-08-22,3904.0,2025-09-23,3990.0,6,516.0,EMA13,32
TVSMOTOR,L,2025-08-22,3281.0,2025-09-25,3453.0,7,1204.0,EMA13,34
LTF,L,2025-08-21,216.4,2025-09-29,235.05,115,2144.75,EMA13,39
EICHERMOT,L,2025-10-06,6941.0,2025-10-07,6880.0,3,-183.0,EMA13,1
JSWSTEEL,L,2025-09-25,1149.1,2025-10-15,1147.8,21,-27.3,EMA13,20
ETERNAL,L,2025-10-15,347.75,2025-10-21,340.1,71,-543.15,EMA13,6
MUTHOOTFIN,L,2025-09-23,3070.0,2025-10-24,3196.9,8,1015.2,EMA13,31
MUTHOOTFIN,L,2025-10-24,3196.9,2025-10-27,3169.0,7,-195.3,EMA13,3
BEL,L,2025-10-27,425.0,2025-10-30,407.8,58,-997.6,EMA13,3
CUMMINSIND,L,2025-10-21,4030.0,2025-11-17,4289.9,6,1559.4,EMA13,27
INDIANB,L,2025-09-10,671.8,2025-11-24,851.8,37,6660.0,EMA13,75
LTF,L,2025-10-07,259.87,2025-11-24,288.7,96,2767.68,EMA13,48
ASHOKLEY,L,2025-11-17,149.5,2025-11-24,144.8,167,-784.9,EMA13,7
M&M,L,2025-11-24,3745.1,2025-11-25,3687.0,6,-348.6,EMA13,1
SBILIFE,L,2025-11-25,1972.4,2025-12-01,1967.0,12,-64.8,EMA13,6
SBIN,L,2025-11-03,938.75,2025-12-03,970.45,26,824.2,EMA13,30
LTF,L,2025-12-01,313.75,2025-12-05,299.1,79,-1157.35,EMA13,4
GMRAIRPORT,L,2025-12-03,107.39,2025-12-05,102.56,232,-1120.56,EMA13,2
PERSISTENT,L,2025-12-05,6453.0,2025-12-09,6336.5,3,-349.5,EMA13,4
MARUTI,L,2025-11-24,16005.0,2025-12-10,16090.0,1,85.0,EMA13,16
HEROMOTOCO,L,2025-11-25,6000.0,2025-12-10,6028.0,4,112.0,EMA13,15
CUMMINSIND,L,2025-12-08,4471.0,2025-12-17,4498.0,5,135.0,EMA13,9
CHOLAFIN,L,2025-12-11,1744.9,2025-12-17,1710.0,14,-488.6,EMA13,6
LT,L,2025-12-17,4079.0,2025-12-19,4040.1,6,-233.4,EMA13,2
FEDERALBNK,L,2025-12-10,260.8,2025-12-26,261.7,95,85.5,EMA13,16
AUBANK,L,2025-12-10,981.0,2025-12-26,974.05,25,-173.75,EMA13,16
IDFCFIRSTB,L,2025-12-17,83.31,2026-01-08,84.39,300,324.0,EMA13,22
APLAPOLLO,L,2025-12-30,1890.9,2026-01-12,1889.9,13,-13.0,EMA13,13
ASHOKLEY,L,2025-12-19,172.08,2026-01-21,179.92,145,1136.8,EMA13,33
LICI,S,2026-01-21,404.48,2026-01-29,411.02,61,-399.24,EMA13,8
VEDL,L,2025-12-26,603.7,2026-02-02,653.35,41,2035.65,EMA13,38
HINDALCO,L,2026-01-08,934.05,2026-02-03,950.0,26,414.7,EMA13,26
UBL,S,2026-01-29,1418.0,2026-02-04,1514.0,17,-1632.0,EMA13,6
ADANIGREEN,S,2026-02-03,924.0,2026-02-04,935.0,27,-297.0,EMA13,1
TRENT,S,2026-01-13,2705.33,2026-02-05,2648.93,9,507.57,EMA13,23
ITC,S,2026-02-02,309.45,2026-02-09,327.95,80,-1480.0,EMA13,7
APLAPOLLO,L,2026-02-09,2220.0,2026-02-23,2190.6,11,-323.4,EMA13,14
LTTS,S,2026-02-23,3428.0,2026-03-02,3387.9,7,280.7,EMA13,7
TITAN,L,2026-02-04,4087.0,2026-03-05,4238.0,6,906.0,EMA13,29
TATASTEEL,L,2026-02-10,202.99,2026-03-05,198.5,123,-552.27,EMA13,23
LTTS,S,2026-03-02,3387.9,2026-03-16,3457.0,7,-483.7,EMA13,14
KPITTECH,S,2026-02-16,860.4,2026-04-02,654.3,29,5976.9,EMA13,45
TRENT,S,2026-03-16,2325.2,2026-04-02,2290.0,10,352.0,EMA13,17
WIPRO,S,2026-03-05,196.4,2026-04-06,197.0,127,-76.2,EMA13,32
TRENT,S,2026-04-02,2290.0,2026-04-06,2423.27,10,-1332.67,EMA13,4
ITC,S,2026-03-05,312.2,2026-04-08,303.9,80,664.0,EMA13,34
HDFCBANK,S,2026-04-02,730.0,2026-04-09,815.0,34,-2890.0,EMA13,7
LICI,S,2026-04-06,368.0,2026-04-09,398.35,67,-2033.45,EMA13,3
DABUR,S,2026-04-08,425.0,2026-04-10,425.0,58,-0.0,EMA13,2
YESBANK,S,2026-04-09,19.0,2026-04-10,19.0,1315,-0.0,EMA13,1
LICI,S,2026-04-09,398.35,2026-04-10,400.27,62,-119.35,EMA13,1
CIPLA,S,2026-04-06,1190.3,2026-04-13,1222.3,21,-672.0,EMA13,7
VEDL,L,2026-04-22,769.7,2026-04-24,734.95,32,-1112.0,EMA13,2
CIPLA,S,2026-04-24,1295.0,2026-04-27,1303.2,19,-155.8,EMA13,3
CIPLA,S,2026-04-27,1303.2,2026-04-28,1316.0,19,-243.2,EMA13,1
HDFCBANK,S,2026-05-01,771.7,2026-05-07,794.0,32,-713.6,EMA13,6
GLENMARK,L,2026-05-07,2390.0,2026-05-12,2340.9,10,-491.0,EMA13,5
INFY,S,2026-05-13,1136.6,2026-05-20,1187.0,21,-1058.4,EMA13,7
HCLTECH,S,2026-05-15,1121.9,2026-05-20,1166.2,22,-974.6,EMA13,5
INFY,S,2026-05-20,1187.0,2026-05-21,1196.1,21,-191.1,EMA13,1
GODREJCP,S,2026-05-25,1040.9,2026-05-28,1044.4,24,-84.0,EMA13,3
BSE,L,2026-04-20,3540.0,2026-06-02,4020.0,7,3360.0,EMA13,43
TCS,S,2026-04-27,2396.9,2026-06-03,2393.0,10,39.0,EMA13,37
UBL,S,2026-06-03,1325.0,2026-06-04,1325.5,18,-9.0,EMA13,1
KALYANKJIL,S,2026-06-01,360.0,2026-06-05,367.0,69,-483.0,EMA13,4
INFY,S,2026-06-04,1208.0,2026-06-05,1220.0,20,-240.0,EMA13,1
COROMANDEL,S,2026-05-20,1877.0,2026-06-10,1815.5,13,799.5,EMA13,21
PIIND,S,2026-06-10,2866.4,2026-06-11,2800.0,8,531.2,EMA13,1
JIOFIN,S,2026-06-12,230.9,2026-06-15,241.5,108,-1144.8,EMA13,3
ICICIPRULI,S,2026-06-02,486.0,2026-06-16,486.95,51,-48.45,EMA13,14
ITC,S,2026-06-05,280.0,2026-06-16,288.15,89,-725.35,EMA13,11
RVNL,S,2026-06-08,231.99,2026-06-16,241.8,107,-1049.67,EMA13,8
BAJAJFINSV,S,2026-06-15,1714.0,2026-06-16,1755.0,14,-574.0,EMA13,1
BHEL,L,2026-06-22,417.3,2026-07-03,402.0,59,-902.7,EMA13,11
VEDL,S,2026-06-24,280.95,2026-07-03,280.4,88,48.4,EOD_data,9
BHARATFORG,L,2026-06-26,2145.3,2026-07-03,2136.7,11,-94.6,EOD_data,7
FEDERALBNK,L,2026-06-30,324.8,2026-07-03,327.4,76,197.6,EOD_data,3
OFSS,L,2026-07-03,11000.0,2026-07-03,11248.0,2,496.0,EOD_data,0
